,tenure,age,cardmon,Spend_Amount,cardten,cars,carvalue,commute,creddebt,debtinc,employ,equipten,income,internet,lntollmon,lnwiremon,longmon,region,reside,townsize,region_2,region_3,region_4,region_5,townsize_2.0,townsize_3.0,townsize_4.0,townsize_5.0,gender_1,agecat_3,agecat_4,agecat_5,agecat_6,empcat_2,empcat_3,empcat_4,empcat_5,retire_1,inccat_2,inccat_3,inccat_4,inccat_5,marital_1,homeown_1,hometype_2,hometype_3,hometype_4,carown_0,carown_1,cartype_0,cartype_1,commute_2,commute_3,commute_4,commute_5,commute_6,commute_7,commute_8,commute_9,commute_10,commutecar_1,polview_2,polview_3,polview_4,polview_5,polview_6,polview_7,card_2,card_3,card_4,card_5,cardtype_2,cardtype_3,cardtype_4,cardtenurecat_2,cardtenurecat_3,cardtenurecat_4,cardtenurecat_5,active_1,ebill_1,ln_Spend_Amount
employ,0.5876773966162446,0.7055151662165607,0.32112066010823953,0.0825564464943241,0.4900829905869074,-0.00016614966855618392,0.29167430890740415,-0.006915214964991384,0.22551383445328937,0.03180059983708135,1.0,0.04491796469169761,0.35044903854572595,-0.15509005107408685,0.25427296567062097,0.12044644702520632,0.5209062596524551,-0.010203801224029935,-0.24557292868605105,-0.05922086953160253,-0.015869439295678238,0.013236001305863,-0.025023727884966897,0.0067253423021397755,0.028900350277168994,-0.028986811787791094,-0.049420701393264335,-0.01294941090998338,-0.011755734067414854,-0.3318804472888971,-0.13790927015859272,0.21497677784721245,0.5248017688541518,-0.3642228473951666,-0.09671906269175355,0.12785219895599195,0.8436340556311405,0.5011823909996095,-0.23216117640863754,0.02476827038118825,0.16960101756147297,0.2895198935734183,-0.006639273957588723,0.020260715225671914,-0.01821916004429404,-0.039157860993399025,-0.0009021634196384655,0.06319749697925486,-0.055613483777869635,-0.007681878992302077,0.0052625617066833046,0.01281902477435198,0.016841075664056092,0.013652759585793635,-0.01452832174174786,-0.0006061764728503754,0.0015694750362932083,-0.025805331859547136,-0.014931244322403829,0.024387095574709514,-0.0007471717109232962,-0.028623800069124603,-0.009317275818174467,-0.01700393328640686,0.010556295226949392,0.03454611184078028,0.05972344161694801,0.008665042410392856,0.013949958823896968,-0.00019362068682693897,-0.019078197660505124,-0.008564206997030177,0.0034460514543320463,0.005121668465027254,-0.3136089903174332,-0.19725337134168083,-0.0948196254505796,0.5589051584136406,-0.16911930158715746,-0.15256297430908425,0.06322718763897
equipten,0.2821048208311472,0.0915525392160985,0.14969159077360567,0.08367896304272052,0.20575903872124857,-0.009824133971491506,0.12825234560711785,0.010394232893847992,0.10335994151047516,0.011433448409846931,0.04491796469169761,1.0,0.16440493796174277,0.44786181877093345,0.17499058134525422,0.36187624819326913,0.17357760110729722,0.017117643438234468,-0.006145500389152009,-0.0077416363279712,-0.029051998395280377,-0.008041356139910803,0.022501974130560962,0.009729178250227595,0.010051102288759623,-0.006736668411474444,-0.009003677768467533,0.0001976861952341207,-0.003416378758433567,-0.029798624039322156,0.025287575253812075,0.05191411031488812,0.02866414113240772,-0.013037072389474266,0.0157072625579603,0.05414222650983088,0.031261985331424436,0.01602059617920227,-0.061606467588073185,0.03542271768479819,0.08266071720225056,0.11327644811802408,0.05924732598495053,0.051427493010844504,-0.0445758064520896,0.020382138283140616,0.02115790282453197,-0.03261225676786629,0.018084420733391518,-0.008271066963827093,0.00019166236875812695,-0.01793872940785793,0.00741971301894067,-0.0012974282336238653,-0.019406417802671962,0.012943320862266124,0.009448474001770228,0.027051076132887285,-0.025591545009448897,-0.007639685398709844,-2.275121855724174e-05,0.0058224333626655245,0.011417774247116005,0.0035596258995993775,-0.010406045759327355,-0.02025078694718113,0.0006587959083134528,-0.04046350486168763,-0.05497175979338682,0.08043439881389974,-0.05955895379683696,-0.02489391306573511,0.014084485588332873,0.0038210507353719893,-0.14480748593523088,-0.06219632678308814,0.021026135375162215,0.2001411581008336,-0.03278512692818064,0.4174096773048711,0.08633273436572982
income,0.23700293240505912,0.20828641574685286,0.16496886710135972,0.3550163068496508,0.19701442718327386,0.04480679874015514,0.8368401796799438,-0.025542505115157977,0.6275776037551266,0.011585930898614986,0.35044903854572595,0.16440493796174277,1.0,0.07219956668150643,0.20599234283564694,0.16148333985544497,0.19364870828845118,0.03659429204081253,-0.07338113015267204,-0.00947839741169845,-0.02310561621869318,0.026175183299435967,0.009580736170976028,0.017906622254428857,0.01327521281582113,-0.009064569051311361,-0.00480684373612254,-0.0047679189201465105,-0.0019485331920074584,-0.148717902527831,0.06406234461912692,0.3035024660567732,-0.048843264256445675,-0.12156032877303508,-0.020825188651297823,0.10373142169157709,0.3032821897922084,-0.2604842405713485,-0.29333806085841646,0.06915502554042838,0.3344025215379875,0.7880556434831143,0.007572886506352515,0.14387269583717097,-0.13544612127686834,0.008127180568250326,-0.04322915298920888,-0.2503308678611153,0.22126663117721418,-0.051596722455944675,0.06227565571787402,-0.007316482295684828,0.008443943056525939,-0.03693076933185858,-0.005250187823529167,0.0025885390062893076,-0.0009499569170365673,-0.014679126493044346,-0.010824195166296093,0.004579902712529179,0.037195181162755886,-0.03400136520462967,-0.024456231763581,-0.028986357469842204,0.0249809874645251,0.056411636274644024,0.047600356695879274,-0.10133324163965202,-0.06111567476088909,0.14554668532923332,-0.08384482964053235,-0.018500721517907853,-0.0006206401796982587,0.0042586940513820795,-0.16527547236293455,-0.07803337621232427,0.01390033253766561,0.24206878495052503,-0.0700158086336315,0.056130792678740105,0.34020523552696474
internet,-0.10294567866932645,-0.12645828542594353,-0.04449001802012772,0.07919718102701738,-0.08166172155367751,0.0023040193889213175,0.05533455000810336,0.002303736741323369,0.03625023127325941,-0.005324595802413097,-0.15509005107408685,0.44786181877093345,0.07219956668150643,1.0,-0.039646559743271484,0.11591147807757415,-0.07462629540170705,0.019668277079025017,0.028708335698752606,0.0030955735297465642,-0.0029734487872246215,-0.019023302812741692,0.002512052443286132,0.025624365373009574,0.006380957818192973,-0.00037145979737830367,-0.0025843919112419757,0.003207944314404687,-0.012860678571756462,0.0885506991884853,0.05077013852782817,-0.06391871219606862,-0.0923221291371323,0.02777953721666867,-0.009155652457677627,-0.026160406710648863,-0.11516101448561311,-0.08143631429373364,-0.0024968995961342395,0.017555490451192576,0.011596973799141638,0.058232080334631446,-0.02105984713713836,0.022765223207049302,-0.009546458237043268,0.015890204027159953,-0.0071229406554978334,-0.02993533612587595,0.021945927982304287,-0.0026276186682066605,-8.712251136726064e-05,-0.022164758238099675,0.012369034159943117,-0.007769685704297103,0.0015761968907900257,-0.0011561406730401591,0.020749753425965804,0.0018179477291523569,-0.02345991647097143,0.0035747303990255382,-0.010536066023570219,0.025761371105882946,0.016100261338794598,0.006117055870871185,-0.01666210500621496,-0.021107782271725432,-0.0341427643387573,-0.056426367783855805,-0.07255150694600374,0.08801458885079778,-0.07655793696880474,-0.019713433611985947,0.0019414464245475424,-0.005879366971670299,0.05958021571424205,0.031237679510940298,0.044099260657820445,-0.10625056738219195,0.021283706282930262,0.5728802900763805,0.0828003616293226
lntollmon,0.38103510400305146,0.22440820627296265,0.2644441681648925,0.061839355439878584,0.3613154829905891,-0.009554716834199282,0.16529970078162023,0.001961839626672449,0.13071963139064602,0.01576953363977863,0.25427296567062097,0.17499058134525422,0.20599234283564694,-0.039646559743271484,1.0,0.3023765770041043,0.31759965676298363,0.008317547727273195,-0.011752129580718664,-0.033787101198422764,-0.02372267265692438,0.010303596905845072,0.018845697995983804,-0.005741337705072675,0.01854433405023356,-0.005124456808133034,-0.013742118623802039,-0.025094195214917406,-0.016017599435099717,-0.11673029551165773,-0.034476715604964715,0.10132864317646467,0.14292967820775926,-0.09591173157356302,0.01859793747448669,0.04855583623600921,0.2074623038020677,0.07167864015720776,-0.07535433881875346,0.010559857180858502,0.07173446127578678,0.17087691602691207,0.09138984072577781,0.04929454801365724,-0.03211114454476156,-0.004820696384984785,-0.006580024990267115,-0.02036455796797276,0.01256894408359453,-0.004136166257338888,0.0002138404441113123,-0.013426378323772506,0.024835706637547198,0.009760100912472832,-0.022090424428685067,-0.003228664143704209,-0.004217065156282351,-0.0030666392465280366,-0.004621460010312147,0.01289761809607535,0.0064972989598172815,-9.442148130509174e-05,0.011557365111689795,-0.0227377421342321,-0.0018100469468676217,0.01934353777713732,0.027105415799522237,0.006548892623091543,-0.01788583918669587,0.014525344152100802,-0.022813360102282697,-0.00041270131283852084,0.015681014440928866,-0.004724801310443941,-0.18734262103844063,-0.10094512452516506,-0.026873369014178295,0.30028823629458223,-0.0586423289083647,-0.04759487151456684,0.061669170640303306
lnwiremon,0.24689814065299284,0.1259207556022591,0.18243656402947997,0.06114694598854476,0.23194172962859064,-0.02496535243624405,0.11683162332700442,0.012105177388431325,0.0888161048346038,0.0066310149252422936,0.12044644702520632,0.36187624819326913,0.16148333985544497,0.11591147807757415,0.3023765770041043,1.0,0.17694423293915004,0.013777462186405439,0.0021751457302321975,-0.008252352047543333,-0.01504536905488593,-0.006152214897719643,0.02304319623067757,0.0019972309399818155,0.005647171722994599,-0.0004918607830017322,-0.010848109384103249,-0.0019216935343202375,-0.017939722351462194,-0.04545677823025873,-0.022103410700389108,0.060862592928814685,0.07433057752158825,-0.048370115984913455,0.025703911699154435,0.04375043641701405,0.08706109827896098,0.034117837133180735,-0.059045502401622874,0.013658441358014427,0.08473837481844718,0.1104480179242504,0.06195649412657645,0.04918423095346462,-0.02916689917689033,0.01823788293108973,-0.013652544266269911,-0.02611004222970882,0.007921421885766862,-0.01611766530400612,0.003892010201275696,-0.007057119645635243,0.016657292402817894,0.006377753607456999,-0.011883277938059156,-0.011970466967442661,0.002752940833499837,0.02303656446970576,-0.014074262517279031,-0.0058222363018688925,-0.009799120348830504,0.008465808453729408,-0.009532555588863794,-0.011060996181773563,0.0032165635506205214,0.0015255347648442316,0.019904306296118297,-0.019182181783047054,-0.009901459048405245,0.030473751252373588,-0.03467341790262056,-0.012282103031809684,0.02149537186520154,-0.016929619822243728,-0.1448922214056983,-0.03954155582090184,-0.0013339388200589643,0.19314320269491506,-0.042159353223499306,0.08880097625369682,0.05552679246548031
longmon,0.7161832693483382,0.46866007996731823,0.41708603614308953,0.05116015029141043,0.6437844539969536,0.003101737629306729,0.16019703080532596,0.006015320780336826,0.12408035738509765,0.012265641205732971,0.5209062596524551,0.17357760110729722,0.19364870828845118,-0.07462629540170705,0.31759965676298363,0.17694423293915004,1.0,0.010870452186246379,-0.06750255001537715,-0.01716186209961371,-0.012918441929659028,0.021072889825075644,-0.00895851201702439,0.008876833890622757,0.00995599285968597,-0.006747914063057938,-0.010714457161334087,-0.007437410248852245,-0.027644096229122176,-0.2173807305660813,-0.12635798708679882,0.12558533023545468,0.37372344159993404,-0.17215482919488734,-0.05330430648312526,0.06943433415436802,0.4396605704218185,0.30869172209628104,-0.1307910994132904,-0.0116877785041562,0.09748243580097436,0.16194316773370787,0.14691645965594835,0.07229308456967694,-0.06749195583978311,-0.006145906070194318,0.019814453647769004,0.04638884414607586,-0.03578748195528731,-0.0004294788117335184,0.0030796649106957204,-0.00476513804519705,0.0047453268876625375,0.00718315308097074,-0.01602949935250119,0.00016775587016761828,-0.014967613504039206,0.008463751164048497,-0.012867531822476389,0.013179193615965958,0.007629912603558798,-0.00715088839427851,-0.009119681927262079,-0.012342499446117632,0.006425670513772325,0.019094670224085963,0.01465672011094767,-0.012030649248172938,0.012310425188079236,0.03563678213084211,-0.0356832209191333,0.00472257928294013,-0.0010977216436707038,-0.002545045427799483,-0.3055939781996287,-0.21356880617815444,-0.13071197749323762,0.5659018653977269,-0.11792924577132444,-0.07888231939393772,0.03615368344752075
region,0.005032686485919208,-0.02652545488968158,0.02129794287663288,0.039686904651106476,0.02379429360560763,0.01628049201654459,0.04019698916623824,0.05738826324025449,0.007582335075626081,-0.006780541994349449,-0.010203801224029935,0.017117643438234468,0.03659429204081253,0.019668277079025017,0.008317547727273195,0.013777462186405439,0.010870452186246379,1.0,0.04574325139648294,0.41402633357641055,-0.35110330781557886,-0.0004933197263205202,0.3437393345080081,0.7147742132669309,-0.07620297575197585,0.052473564656774975,0.13245032619262853,0.3017813365349349,-0.01280973557078698,0.0050503950897233295,0.022683811055018193,-0.008139125205974629,-0.021452175198315843,0.019663030675504487,-0.022201984238019043,-0.024355383998903305,0.01222860679256979,-0.04284887170144493,0.0019011699789220913,0.004828454400752298,0.03810539335356272,0.007641153262337318,0.056497902241694486,0.04561954931952444,-0.02287307505676265,0.028885884433621053,0.005764246564586843,-0.01617116284219503,0.019203695663491865,-0.0014689693183217107,0.0064846646941266765,-0.021308000804765498,-0.039056228178236445,-0.0071357890505056405,-0.0014307858653471164,0.02400876322935555,0.029305967137578416,0.07886471891137559,0.055778307299242706,-0.03366523906382467,-0.011979247969100949,-0.03146775717404705,0.006686444907367843,0.02056785157664011,0.01496767879003406,-0.019607354170457277,-0.01203290980043104,-0.010972719395383536,-0.011753290708125873,0.024154829529325298,-0.017251104065042253,0.007901914725078821,0.0075366676208808115,0.0026687771964993673,-0.00644561166333537,0.004204642836426612,0.004487586319971657,0.00019973349804772446,0.0021822886203795616,0.009907836814210922,0.03720585972199203
reside,-0.10060449671391503,-0.33833833739785285,-0.03534490348415579,-0.0025947296289649535,-0.08125841067280497,-0.023999874866453493,-0.0696346643613884,0.02761740663867761,-0.05160695090030756,-0.026232829560898504,-0.24557292868605105,-0.006145500389152009,-0.07338113015267204,0.028708335698752606,-0.011752129580718664,0.0021751457302321975,-0.06750255001537715,0.04574325139648294,1.0,0.04437069762981913,-0.02289859082656789,-0.006157018213310505,0.03029085755403237,0.0267488969514393,-0.009572807962678502,0.002615569825223072,0.03335841711849115,0.019481555134902,0.031147548880326562,0.18279988601929853,0.02621726005455829,-0.10819134599669414,-0.23636816597887414,0.06706692787781404,-0.04386920865533288,-0.0862734952458097,-0.16743796414685935,-0.1786458885133657,0.039197906299592904,-0.0125545022248761,-0.056890332109896156,-0.05052388253487364,0.6356676664361445,0.12036806325744133,-0.09171422351461304,0.055159954011821145,0.020386290029599855,-0.050985811104045625,0.03375574953155082,0.007037605454709919,-0.01488965258378544,0.0004281925743643623,-0.004544706732421854,0.0016249928989367016,0.016250837483876762,-0.004003044373965824,0.0015702572181306835,0.02851814785503702,0.006550626506558601,-0.004019824464365259,-0.0051321419538545975,0.0106819390056535,0.009564270215391508,-0.002639063760802724,0.00635930220707884,-0.012835519358932521,-0.0007923258788549189,-0.011941159176498654,-0.01927722163502512,-0.0009957299678334361,-0.0016416137113529378,0.005780952442450755,-0.002068948800509002,0.002134515664545302,0.08440705172687821,0.0672096582658726,0.006044638993663023,-0.15411020016568572,0.07672311221044412,0.011872383442360537,0.004436641552949537
townsize,-0.029943917992762584,-0.0753988160833071,-0.015165104456596844,-0.009469070849228335,-0.017099829431662068,0.00350868477191262,0.001887172329007478,0.13563711010530113,-0.03922010340854962,-0.01954274443847905,-0.05922086953160253,-0.0077416363279712,-0.00947839741169845,0.0030955735297465642,-0.033787101198422764,-0.008252352047543333,-0.01716186209961371,0.41402633357641055,0.04437069762981913,1.0,-0.1226298079188895,-0.014876967616655735,0.09060762896447903,0.33549044957024743,-0.2483196960096868,0.10322887910432467,0.4187885613408973,0.6815004622263373,0.009576267799388135,0.02972621010659357,0.012405505962222405,-0.004422464772520954,-0.06509054147827552,0.03828426311301743,-0.01789738729423653,-0.01478294486320911,-0.042603029600854186,-0.06577940581349055,0.04056818103539657,-0.025804005504901025,0.008422954969679755,-0.01684067390628642,0.029922253532543512,0.024132851331609244,-0.010043234542340728,0.002227719736360738,-2.0015437796788318e-05,-0.013873282691107743,0.017248116514917134,0.022506414482410576,-0.01758925397398984,-0.03295342636766988,-0.08680515722044825,0.026756607296732876,0.03498597257888398,0.028173490358012195,0.04733616589285252,0.16101290767314316,0.09908845446189075,-0.0677525165096343,-0.03207229839812893,-0.012001034850247578,-0.012026491375340809,0.020264626790758734,0.005550161429482677,-0.003926561019548856,-0.02062855343369928,-0.01368024377269634,-0.004231193710442155,0.016182287147198462,0.023591281121594438,0.006150485780324158,0.010329096872284553,-0.009088359178919233,0.024974826597834097,0.021798786790976996,-0.015442986520710557,-0.02756964140729937,0.022882113711107717,-0.008284536316811223,0.00464719495335622
region_2,-0.012300413912070362,0.001396322523248512,-0.007250166507706456,-0.006548883273411531,-0.00788661850623571,-0.0023024981004749565,-0.024563951163832188,-0.007709580791659733,-0.009498949084569571,-0.005462012669615778,-0.015869439295678238,-0.029051998395280377,-0.02310561621869318,-0.0029734487872246215,-0.02372267265692438,-0.01504536905488593,-0.012918441929659028,-0.35110330781557886,-0.02289859082656789,-0.1226298079188895,1.0,-0.24968570137632548,-0.24391072462549138,-0.2534172766357046,0.026397019633979016,0.01365876459530988,-0.021989917291114935,-0.11959870982082917,0.005929299843847977,0.00038320992024578894,-0.0037046272495787733,-0.009167878054787568,0.010350126842465989,0.016728644400317443,0.005537858989073742,-0.02079327749260974,-0.012993144085466219,0.004431749857463437,0.00041447200560875954,0.0013928133249649253,-0.02137508242139989,-0.01207043847648108,-0.02586788112488014,-0.026402269835314473,0.032449212127124046,-0.0304389729357715,0.00875338123259026,0.034176698712577794,-0.02525997260486849,0.007930691664906727,-0.0050259219959334035,0.015355693728452217,0.011257250916473484,0.009982036286847589,-0.008617259671434974,-0.004054964086501582,-0.010205839641509343,0.0009117374265769665,-0.01402677261649889,-0.010025735940117278,0.006861836170909155,0.006102038447310406,-0.01501759494175345,0.002245299143065342,-0.014003510635061585,0.019057015116912088,-0.004292156936145211,0.0009806591958003638,-0.0009383498078754788,-0.011814627962404883,0.00393863441547705,-0.006910485110558455,0.013691608464078799,-0.011238156792043465,0.01261619660994035,-0.0013892398646587296,0.005642043145793988,-0.011892457539951369,0.0023398042936240244,-0.007208315390532553,-0.0016336425134784048
region_3,0.0207631085079412,0.008553921774221627,0.01860333603688612,0.011352658500370498,0.010979113052546315,-0.01616493523214747,0.020570003280693406,0.015622950939961066,0.00444549384958166,0.00857364976271381,0.013236001305863,-0.008041356139910803,0.026175183299435967,-0.019023302812741692,0.010303596905845072,-0.006152214897719643,0.021072889825075644,-0.0004933197263205202,-0.006157018213310505,-0.014876967616655735,-0.24968570137632548,1.0,-0.24513425779602194,-0.2546884976712911,0.027941471386183137,0.045434717317491526,-0.0038621037822766124,-0.04398939780843357,0.0008882253550154977,-0.005392919178019703,-0.014101367804188768,0.02726654547561594,-0.008823616713598685,-0.012594709101496395,-0.02803701210978782,0.03344671672193548,0.013495464705270572,-0.00428440944139313,-0.005702139519522956,-0.01644363276429258,0.036547928835341054,0.016823913529267303,0.0033582649888106203,0.029486967239099392,-0.016775268828277304,0.030293489466766518,-0.0029323645700524382,-0.038545432595991795,0.021629962300034913,-0.007791811762878442,-0.0015378389100614489,0.009888515263269759,0.008103375048885893,-0.0005714766006233843,-0.007507944642356357,0.016971204398546522,0.02736679784436163,0.004116149451566046,-0.014267929911951707,0.012492981441224236,-0.009667614809048194,0.006088572917471788,-0.01357642701593222,0.005625480317500787,0.006342723890355172,-0.005477046833136212,-0.004807853396574598,0.007909237784454754,-0.009027912531722818,-0.0187079082112634,0.01758044075829355,-0.0034045264911496983,-0.03241291592364309,0.026738821177677754,-0.011860957558391502,-0.008594573321684456,-0.020536448963840683,0.030409361088464596,0.014619456137300924,-0.0006768507765882348,-0.0012295851539000646
region_4,-0.019862162790756123,-0.029300167819883552,-0.021235586804610945,0.00803044610533067,-0.01686466707413118,-0.0067413154204298675,-0.0035592355606602756,0.013419584000495319,0.01534512409984267,0.021400753899317,-0.025023727884966897,0.022501974130560962,0.009580736170976028,0.002512052443286132,0.018845697995983804,0.02304319623067757,-0.00895851201702439,0.3437393345080081,0.03029085755403237,0.09060762896447903,-0.24391072462549138,-0.24513425779602194,1.0,-0.24879781132181883,-0.004323188688443501,0.02992996652458879,0.07047345992063167,0.020003569991399035,-0.01770787870080017,-0.012601113666253069,0.02700625853745553,-0.02123117179986168,-0.017721381427293327,0.014344644069422097,0.008952004222909928,-0.0360854739207486,-0.012434216183789223,-0.016540443570172748,-0.006524955740579935,0.0296948324138281,-0.0008736554308911524,-0.0060665567318311416,0.012295904728269084,0.016580919440614048,-0.011037667940032836,0.015708688534357765,-0.0004786166218284721,-0.004654586250303526,-0.0018644726590864504,-0.0049300798974788495,-0.00013379128832358364,0.011913565310184468,0.008612586907102648,-0.02081536801544606,-0.004989483220724189,-0.0027163506224027498,0.010497746667722579,0.014149783933563705,0.015584995498081318,0.007177815405649219,-0.018352803417302773,-0.005159237746436059,0.007010243289117972,0.01722805498348348,-0.0020203893148923375,-0.018763376838542557,-0.006293221220706076,-0.009273380937201007,0.002562033617531761,0.010671376490612082,0.014519142590689788,-0.00792894167809313,0.009514054640347927,-0.0005040529575736171,0.013990518510675152,0.002174964692086707,0.026255201939077256,-0.028635089708320655,-0.003204917817382821,0.007709703399161235,0.01432389887474042
region_5,0.011733838142764168,-0.006444101288325908,0.026872170757216495,0.025019242903155773,0.029800533980160224,0.0278438622381451,0.0338452378445261,0.03481201797081311,-0.004433191911457058,-0.024550429393721054,0.0067253423021397755,0.009729178250227595,0.017906622254428857,0.025624365373009574,-0.005741337705072675,0.0019972309399818155,0.008876833890622757,0.7147742132669309,0.0267488969514393,0.33549044957024743,-0.2534172766357046,-0.2546884976712911,-0.24879781132181883,1.0,-0.08423912778824101,-0.0016672808192305633,0.07221389003060777,0.30217412739275906,-0.00019525567224947503,0.01625706356619516,0.008065502021449055,-0.0028474870983857523,-0.004067260901059724,0.008893311396667105,-0.013565747172607483,-0.006416717356492361,0.016393081266778794,-0.024543579881573244,0.009178622956117473,-0.009711474725359446,0.021330084635258883,0.005812614618350771,0.045417134081075894,0.019888740696991793,-0.01173501045826208,0.0064045639728785055,0.004712450338409771,-0.00015483188003692652,0.01378130614682674,0.004223542685664623,0.0078066983447811905,-0.03617198226481604,-0.047468835792168415,0.006796068296632798,0.008248377045920862,0.01570280407343741,0.007045115003384689,0.05674317375203346,0.04818362772100005,-0.03859192010222393,0.0060092642911500375,-0.02842678404262066,0.011183064604869479,0.00212405056293506,0.014964543128106852,-0.0054903491621359725,-0.0025298124299124453,-0.007018310890019084,-0.007511351481276183,0.025618967309566934,-0.035504253968348325,0.016157696099303107,0.012338490133085654,-0.00775833862753114,-0.01316326075805073,0.006707621916887375,-0.006511649409112155,0.009030651370943533,-0.003554818980216073,0.005181755989364335,0.02324537604959079
townsize_2.0,0.008777166901801843,0.006890591236466102,-0.016055649599815664,0.014878563109581196,-0.012405842194658592,-0.021488394748071862,-0.00048207684283023904,-0.02293064093546458,0.0156225709704489,0.0010236942698065537,0.028900350277168994,0.010051102288759623,0.01327521281582113,0.006380957818192973,0.01854433405023356,0.005647171722994599,0.00995599285968597,-0.07620297575197585,-0.009572807962678502,-0.2483196960096868,0.026397019633979016,0.027941471386183137,-0.004323188688443501,-0.08423912778824101,1.0,-0.24241246322064341,-0.23420982936603363,-0.21632581074474375,-0.0007594850981504918,0.006192815009023228,-0.00015001965084284304,0.010977952828936597,-0.008215926987879478,-0.010794356255432097,0.010082165951984724,0.0054524251709928175,0.007160160214418529,0.02537217258866646,-0.030364816528489998,0.0028213035624897924,-0.004733960157640778,0.02124679952565687,-0.010080651298730516,-0.008975342228938725,-0.0004897478000009067,0.011785160608370813,-0.008381748376693645,0.01412027120136029,-0.025071691013249246,-0.01909064400569109,0.00744472563870919,0.012444969431784634,0.03788760861466597,-0.01342308561060151,-0.0006171383095232712,-0.001170101917025361,-0.00811329857145644,-0.029988038579643498,-0.029537940053671552,0.01406861311701636,-0.013253122200140792,-0.0023519361405623827,0.004174164976827089,0.008015817508624394,-0.01689938547208737,-0.006158984925452564,0.003682573033815171,-0.0015572530519416114,-0.002899339114014665,-0.01962051113054083,0.031562265181429544,0.011245972555229829,0.014195524770211203,-0.005767521746693822,-0.0046257327733826795,0.007582608297888806,-0.0049208642691492615,0.008102789262512634,0.0006225358728169692,0.0006879856183612723,0.014022186152520742
townsize_3.0,-0.012604909763566699,-0.013997724673534634,-0.004486998054451472,-0.004317756744506907,-0.005413978909760078,0.014911375138481165,-0.00126048669875861,-0.006348156729694076,-0.015848186733399442,-0.025455974172381032,-0.028986811787791094,-0.006736668411474444,-0.009064569051311361,-0.00037145979737830367,-0.005124456808133034,-0.0004918607830017322,-0.006747914063057938,0.052473564656774975,0.002615569825223072,0.10322887910432467,0.01365876459530988,0.045434717317491526,0.02992996652458879,-0.0016672808192305633,-0.24241246322064341,1.0,-0.2140995307913895,-0.1977511136227192,0.0012817796073246303,1.3279553816696112e-05,0.0016053481849154748,-0.01797847717754732,0.0016016770933261078,0.008492442462578648,-0.013917355062183563,-0.00969088012193687,-0.01596952623816331,-0.020299588399435266,-0.011872144266053791,0.028896265570852217,-0.012207329443303178,-0.00907839686871169,-0.0026400934175075112,0.009622025825167739,-0.002028760752896467,-0.027788802054542767,0.0159891912158327,-0.012660919899911603,0.02143145641953472,0.0334818200857235,-0.02401161515444927,-0.0003651370704803407,-0.02976503813986892,0.03867325890121013,-0.016955920865215114,0.022330922613437866,0.009082544831608011,0.007881538641356035,-0.03337000202448804,-0.026380299847150734,-0.003171683570006599,-0.018877120422769202,0.014510408740091834,-0.01566799946647598,0.010853731649200064,0.011200626096580013,-0.006388622541414921,0.015347446032159515,0.014971791657272873,-0.01381604220686301,0.0013773282784301016,-0.008551549399993828,-0.015576584990353514,0.01964809943827166,0.024011949204804463,0.001246295160023729,-0.019352432542345137,-0.008809137389074762,-0.0006887631232832863,-0.002374566031967831,0.002929555989530287
townsize_4.0,-0.024570025098345046,-0.04363470233242947,0.008331731639089792,-0.009708709695501838,-0.0014146588718949831,0.005992595767767978,-0.007822054087259216,0.05363763711039845,-0.021482401146097514,-0.024481400449587968,-0.049420701393264335,-0.009003677768467533,-0.00480684373612254,-0.0025843919112419757,-0.013742118623802039,-0.010848109384103249,-0.010714457161334087,0.13245032619262853,0.03335841711849115,0.4187885613408973,-0.021989917291114935,-0.0038621037822766124,0.07047345992063167,0.07221389003060777,-0.23420982936603363,-0.2140995307913895,1.0,-0.19105970857762156,-0.008051196228145215,0.00961570210584864,0.022907660118163174,-0.01969017933371106,-0.028558852023883908,0.008433823645975818,0.005486494950245017,-0.0057158195571226315,-0.0386904925729485,-0.05160843739835456,0.0331746921800132,-0.026705848946790033,0.016711551822484936,-0.015581062145236432,0.00793345033395032,-0.003920231671859588,-0.01185451642754619,0.018577965395093675,0.0002779084533204654,-0.015857363646291256,0.01590722321522781,-0.01810104029469855,0.02048787374891817,-0.013707796498847596,-0.04180993280050708,-0.006118729472849279,0.036172063878402265,-0.02012471082310022,0.032283262408877765,0.06064731688501877,0.005379744146027758,-0.006853520842588793,-0.007846980844386101,0.014812116221373706,-0.007769942051474428,0.02560896543258343,-0.004240175737675066,-0.014869696193611915,-0.02343135914784256,0.007683608582444619,-0.025697462431588294,0.010340765960082595,0.0071415593233669404,0.010188043496893617,-0.0029969203769127156,0.0037111013945836206,0.012484604785335907,0.020039175104861685,-0.01220562165649592,-0.020161611084542216,0.000678749017972089,-0.008631324884799693,-0.0026528076760365636
